,sentences1,sentences2,is_similar
352,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6NA8 7UNLINED 8VISCOSE MIX 9CORAL MIX 5BARDOT DRESS 5.0,0
353,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0LONG SLEEVE 1BACK BUTTON FASTENING 2MIDI 3SLIM FIT 4FLORAL 2MIDI 6ROUND NECK 7LINED 8VISCOSE 9BLUE MIX 5SKATER DRESS 21.69,1
354,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0STRAP 1TIE FASTENING 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6V NECK 7UNLINED 8TENCEL 9CHAMBRAY 5WRAP DRESS 15.41,1
355,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PRINTED 2KNEE LENGTH 6NA8 7UNLINED 8VISCOSE MIX 9BLUE MIX 5BARDOT DRESS 5.96,0
356,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0SLEEVELESS 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8COTTON 9BLACK 5WAISTED DRESS 3.64,0
357,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9GREEN 5NA7 4.57,1
358,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9GREEN 5NA7 4.57,1
359,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0SHORT SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3SLIM FIT 4PLAIN 2KNEE LENGTH 6V NECK 7LINED 8VISCOSE MIX 9WINTER LIME 5TUNICS 15.25,0
360,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SLIP DRESS 7.34,0LONG SLEEVE 1BACK ZIP FASTENING 2MINI 3NA3 4CHECKED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9BLUE MIX 5FIT AND FLARE DRESS 11.89,1
361,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SLIP DRESS 7.34,0STRAPPY 1NA12 2MIDI 3NA3 4STRIPED 2MIDI 6ROUND NECK 7UNLINED 8COTTON 9BLUE MIX 5SLIP DRESS 10.85,0
362,0SHORT SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 9.75,0STRAPPY 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6SQUARE NECK 7UNLINED 8DENIM 9DENIM 5BODYCON DRESS 14.34,1
363,0SHORT SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 9.75,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0
364,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0STRAP 1TIE FASTENING 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6V NECK 7UNLINED 8TENCEL 9CHAMBRAY 5WRAP DRESS 15.41,1
365,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0SHORT SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9NAVY 5SHIFT DRESS 9.63,0
366,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9NAVY MIX 5NA7 5.09,1
367,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0LONG SLEEVE 1BACK BUTTON FASTENING 2MIDI 3SLIM FIT 4FLORAL 2MIDI 6ROUND NECK 7LINED 8VISCOSE 9BLUE MIX 5SKATER DRESS 21.69,1
368,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0SLEEVELESS 1PULL ON 2MIDI 3SWING FIT 4PRINTED 2MIDI 6SQUARE NECK 7UNLINED 8LINEN MIX 9YELLOW MIX 5SKATER DRESS 10.31,1
369,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9BLACK 5SHIFT DRESS 4.86,0
370,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0HALF SLEEVE 1PULL ON 2MIDI 3LOOSE FIT 4FLORAL 2MIDI 6ROUND NECK 7LINED 8POLYESTER 9IVORY MIX 5SKATER DRESS 12.18,1
371,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7LINED 8TENCEL MIX 9BLUE 5SKATER DRESS 16.43,1
372,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9NAVY MIX 5SHIFT DRESS 5.3,0
373,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4EMBROIDERED 2KNEE LENGTH 6SQUARE NECK 7UNLINED 8COTTON 9BLUE MIX 5DROP WAIST 12.91,1
374,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0LONG SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6TURTLE NECK 7UNLINED 8SYNTHETIC 9CAMEL 5SHIFT DRESS 9.51,0
375,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0LONG SLEEVE 1BACK BUTTON FASTENING 2MIDI 3SLIM FIT 4FLORAL 2MIDI 6ROUND NECK 7LINED 8VISCOSE 9BLUE MIX 5SKATER DRESS 21.69,0
376,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0SLEEVELESS 1BUTTON FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6V NECK 7LINED 8COTTON 9GREEN MIX 5FIT AND FLARE DRESS 13.48,0
377,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4COLOUR BLOCK 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9LIGHT BLUE MIX 5TUNICS 10.33,0SLEEVELESS 1BUTTON FASTENING 2NA6 3REGULAR FIT 4STRIPED 2NA6 6V NECK 7UNLINED 8LINEN MIX 9IVORY MIX 5JUMPSUITS 13.11,0
378,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8JERSEY 9RED MIX 5SWING DRESS 6.42,1
379,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0SLEEVELESS 1BACK BUTTON FASTENING 2MIDI 3REGULAR FIT 4CHECKED 2MIDI 6V NECK 7LINED 8COTTON 9FLAME 5FIT AND FLARE DRESS 11.78,0
380,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLUE 5SLIP DRESS 4.57,0
381,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0SLEEVELESS 1BACK BUTTON FASTENING 2MIDI 3REGULAR FIT 4CHECKED 2MIDI 6V NECK 7LINED 8COTTON 9FLAME 5FIT AND FLARE DRESS 11.78,1
382,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY 5TUNICS 12.73,0
383,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0SLEEVELESS 1BACK BUTTON FASTENING 2MIDI 3REGULAR FIT 4CHECKED 2MIDI 6V NECK 7LINED 8COTTON 9BLACK 5FIT AND FLARE DRESS 11.78,1
384,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,1
385,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY MIX 5SHIRT DRESS 14.0,1
386,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 4.36,0
387,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,0
388,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9GREEN 5NA7 4.57,0
389,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE 9BLACK 5COLUMN DRESS 13.62,1
390,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0SLEEVELESS 1BUTTON FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER MIX 9CORAL 5SHIRT DRESS 13.04,0
391,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9NAVY 5NA7 4.57,0
392,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE 9NAVY 5COLUMN DRESS 11.02,1
393,0STRAP 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9BLUE MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9SILVER 5TUNICS 15.2,1
394,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0LONG SLEEVE 1PULL ON 2MIDI 3REGULAR FIT 4SPOTTY 2MIDI 6ROUND NECK 7UNLINED 8POLYESTER MIX 9RUST 5DROP WAIST 13.39,0
395,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0SHORT SLEEVE 1PULL ON 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6NA8 7UNLINED 8VISCOSE 9YELLOW 5BARDOT DRESS 12.77,1
396,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4STRIPED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9NAVY MIX 5TUNICS 4.69,0
397,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0SLEEVELESS 1BUTTON FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER MIX 9CORAL 5SHIRT DRESS 13.04,1
398,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,0
399,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0SHORT SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,1
400,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0SHORT SLEEVE 1BUTTON FASTENING 2MINI 3NA3 4PRINTED 2MINI 6ROUND NECK 7UNLINED 8LINEN 9IVORY MIX 5SHIRT DRESS 10.91,0
401,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4FLORAL 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9BLACK MIX 5JUMPSUITS 18.6,0
402,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6TURTLE NECK 7UNLINED 8SYNTHETIC 9RED 5SHIFT DRESS 9.51,0
403,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5BODYCON DRESS 5.24,0
404,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0LONG SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8JERSEY 9RED MIX 5SWING DRESS 6.42,1
405,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0SLEEVELESS 1PULL ON 2MIDI 3SWING FIT 4PRINTED 2MIDI 6SQUARE NECK 7UNLINED 8LINEN MIX 9YELLOW MIX 5SKATER DRESS 10.31,1
406,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,1
407,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4EMBROIDERED 2KNEE LENGTH 6SQUARE NECK 7UNLINED 8COTTON 9BLUE MIX 5DROP WAIST 12.91,1
408,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.92,1
409,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4FLORAL 2MIDI 6SQUARE NECK 7LINED 8COTTON MIX 9IVORY MIX 5SKATER DRESS 14.2,0STRAP 1TIE FASTENING 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6V NECK 7UNLINED 8TENCEL 9CHAMBRAY 5WRAP DRESS 15.41,0
410,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0SHORT SLEEVE 1PULL ON 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6NA8 7UNLINED 8VISCOSE 9YELLOW 5BARDOT DRESS 12.77,1
411,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0LONG SLEEVE 1BUTTON FASTENING 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY 5JUMPSUITS 12.94,0
412,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0LONG SLEEVE 1TIE FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8POLYESTER 9COCOA 5TUNICS 12.44,0
413,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0SLEEVELESS 1PULL ON 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8VISCOSE 9RED MIX 5SLIP DRESS 4.71,1
414,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.16,0
415,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,0SHORT SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5SHIFT DRESS 4.27,1
416,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 6.04,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9NAVY 5NA7 4.57,1
417,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 6.04,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9TERRACOTTA MIX 5WAISTED DRESS 13.52,0
418,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 6.04,0SHORT SLEEVE 1NA12 2MINI 3NA3 4CHECKED 2MINI 6ROUND NECK 7UNLINED 8LINEN 9OATMEAL MIX 5SHIFT DRESS 6.59,0
419,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 6.04,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9NAVY 5SLIP DRESS 4.57,1
420,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9NAVY 5TUNICS 6.04,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9BLACK 5TUNICS 4.36,1
